ingredient_a,ingredient_b,severity,mechanism,advice,min_interval_hours,source
리토나비르,이사부코나조늄,5,"- 고용량의 Ritonavir(>200mg, 1일 2회)와 병용투여 금기",,,식약처 DUR 병용금기
발베나진,셀레길린염산염,5,- 모노아민 신경전달 물질의 증가로 인한 세로토닌 증후군 위험 증가,,,식약처 DUR 병용금기
리오시구앗,베리시구앗,5,- 두 약제는 동일 계열임,,,식약처 DUR 병용금기
아타자나비르,펙수프라잔,5,- 위 내 pH 증가로 인한 Atazanavir의 생체이용률 감소,,,식약처 DUR 병용금기
릴피비린,펙수프라잔,5,- 위 내 pH 증가로 인한 Atazanavir의 생체이용률 감소,,,식약처 DUR 병용금기
아칼라브루티닙,클래리트로마이신,5,- 강력한 CYP3A/P-gp 억제제와의 병용으로 Acalabrutinib의 혈중 농도 증가,,,식약처 DUR 병용금기
아칼라브루티닙,이트라코나졸,5,- 강력한 CYP3A/P-gp 억제제와의 병용으로 Acalabrutinib의 혈중 농도 증가,,,식약처 DUR 병용금기
리토나비르,아칼라브루티닙,5,- 강력한 CYP3A/P-gp 억제제와의 병용으로 Acalabrutinib의 혈중 농도 증가,,,식약처 DUR 병용금기
아칼라브루티닙,포사코나졸,5,- 강력한 CYP3A/P-gp 억제제와의 병용으로 Acalabrutinib의 혈중 농도 증가,,,식약처 DUR 병용금기
보리코나졸,아칼라브루티닙,5,- 강력한 CYP3A/P-gp 억제제와의 병용으로 Acalabrutinib의 혈중 농도 증가,,,식약처 DUR 병용금기
아칼라브루티닙,페니토인,5,-강력한 CYP3A 유도제와의 병용으로 Acalabrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
리팜피신,아칼라브루티닙,5,-강력한 CYP3A 유도제와의 병용으로 Acalabrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
아칼라브루티닙,카르바마제핀,5,-강력한 CYP3A 유도제와의 병용으로 Acalabrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
세인트존스워트,아칼라브루티닙,5,-CYP3A 유도제와의 병용으로 Acalabrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
네라티닙,란소프라졸,5,- 위산 억제제와의 병용으로 Neratinib의 혈중 농도 감소,,,식약처 DUR 병용금기
네라티닙,베라파밀,5,- 중등도 CYP3A4/P-gp 억제제와의 병용으로 Neratinib의 혈중 농도 증가,,,식약처 DUR 병용금기
네라티닙,리팜피신,5,- 중등도 CYP3A/P-gp 억제제와의 병용으로 Neratinib의 혈중 농도 증가,,,식약처 DUR 병용금기
리팜피신,프라지콴텔,5,- Praziquantel의 치료적 유효 혈중농도에 도달하지 못할 수 있음,,,식약처 DUR 병용금기
D-만니톨,사이클로스포린,5,- 신부전 위험 증가,,,식약처 DUR 병용금기
리팜피신,타목시펜,5,- Tamoxifen의 혈장농도를 낮춤,,,식약처 DUR 병용금기
글레카프레비르,에티닐에스트라디올,5,- ALT 상승 위험 증가,,,식약처 DUR 병용금기
이리노테칸,페니토인,5,-이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
이리노테칸,카르바마제핀,5,-이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
리팜피신,이리노테칸,5,-이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
이리노테칸,페노바르비탈,5,-이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
아팔루타마이드,이리노테칸,5,-이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,,,식약처 DUR 병용금기
셀레길린염산염,알모트립탄,5,"- 동맥 고혈압, 관상동맥 수축의 위험이 있음",,,식약처 DUR 병용금기
나라트립탄,셀레길린염산염,5,"- 동맥 고혈압, 관상동맥 수축의 위험이 있음",,,식약처 DUR 병용금기
셀레길린염산염,프로바트립탄,5,"- 동맥 고혈압, 관상동맥 수축의 위험이 있음",,,식약처 DUR 병용금기
셀레길린염산염,졸미트립탄,5,"- 동맥 고혈압, 관상동맥 수축의 위험이 있음",,,식약처 DUR 병용금기
디클로페낙,메토트렉세이트,5,-신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate 혈액학적 독성 증가,,,식약처 DUR 병용금기
리바록사반,포사코나졸,5,-Rivaroxaban의 혈중농도가 상승하여 출혈위험 증가,,,식약처 DUR 병용금기
디곡신,염화칼슘,5,"-Digoxin 작용 증강으로 인한 디기탈리스 중독(서맥, 심실성기외수축, 방실블록 등) 위험증가",,,식약처 DUR 병용금기
글루콘산칼슘,디곡신,5,"-Digoxin 작용 증강으로 인한 디기탈리스 중독(서맥, 심실성기외수축, 방실블록 등) 위험증가",,,식약처 DUR 병용금기
리팜피신,베다퀼린,5,-Bedaquiline의 혈중농도와 치료효과 감소,,,식약처 DUR 병용금기
리파부틴,베다퀼린,5,-Bedaquiline의 혈중농도와 치료효과 감소,,,식약처 DUR 병용금기
델라마니드,카르바마제핀,5,-Delamanid의 혈중농도 감소,,,식약처 DUR 병용금기
에데트산칼슘나트륨,히스티딘아연,5,-아연 흡수를 저해하거나 배출을 증가시킴,,,식약처 DUR 병용금기
아갈시다제알파,아미오다론,5,Amiodarone은 세포내 알파-갈락토시다제 활성을 저해할 가능성 있음,,,식약처 DUR 병용금기
겐타마이신,아갈시다제알파,5,겐타마이신은 세포내 알파-갈락토시다제 활성을 저해할 가능성 있음,,,식약처 DUR 병용금기
카르바마제핀,카보잔티닙,5,-Cabozantinib의 혈장 노출 감소,,,식약처 DUR 병용금기
카보잔티닙,페노바르비탈,5,-Cabozantinib의 혈장 노출 감소,,,식약처 DUR 병용금기
카보잔티닙,페니토인,5,-Cabozantinib의 혈장 노출 감소,,,식약처 DUR 병용금기
리팜피신,카보잔티닙,5,-Cabozantinib의 혈장 노출 감소,,,식약처 DUR 병용금기
세인트존스워트,카보잔티닙,5,-Cabozantinib의 혈장 노출 감소,,,식약처 DUR 병용금기
세리티닙,카르바마제핀,5,-Ceritinib 혈장 농도 감소,,,식약처 DUR 병용금기
세리티닙,클로니딘,5,- 심장 박동수와 혈압을 정기적으로 모니터링할 것,,,식약처 DUR 병용금기
디곡신,세리티닙,5,- 심장 박동수와 혈압을 정기적으로 모니터링할 것,,,식약처 DUR 병용금기
세리티닙,페노바르비탈,5,-Ceritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
세리티닙,페니토인,5,-Ceritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
리파부틴,세리티닙,5,-Ceritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
리팜피신,세리티닙,5,-Ceritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
세리티닙,세인트존스워트,5,-Ceritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
리팜피신,엔트렉티닙,5,-Entrectinib의 전신 노출 감소,,,식약처 DUR 병용금기
길테리티닙,페니토인,5,-Gilteritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
길테리티닙,리팜피신,5,-Gilteritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
길테리티닙,세인트존스워트,5,-Gilteritinib의 혈장 농도 감소,,,식약처 DUR 병용금기
이브루티닙,카르바마제핀,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
이브루티닙,클래리트로마이신,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
이브루티닙,코비시스타트,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
이브루티닙,이트라코나졸,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
이브루티닙,페니토인,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
리팜피신,이브루티닙,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
세인트존스워트,이브루티닙,5,-Ibrutinib의 혈중 농도 감소,,,식약처 DUR 병용금기
리토나비르,이브루티닙,5,-Ibrutinib의 혈중 농도 감소 -Ibrutinib의 노출 증가로 종양 용해 증후군의 위험을 포함한 독성 위험성 증가,,,식약처 DUR 병용금기
덱스트로메토르판,사피나미드,5,- 정신병 또는 기괴한 행동 등의 유발 보고됨,,,식약처 DUR 병용금기
릴피비린,자스타프라잔,5,-위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,,,식약처 DUR 병용금기
리팜피신,카피바설팁,5,"-Capivasertib 농도를 감소시키고, 유효성을 감소시킬 수 있음",,,식약처 DUR 병용금기
간시클로버,마리바비르,5,-Ganciclovir 활성화에 필요한 UL97을 억제함으로써 Ganciclovir의 항바이러스 효과를 억제시킬 수 있음,,,식약처 DUR 병용금기
마리바비르,발간시클로비르,5,-Valganciclovir 활성화에 필요한 UL97을 억제함으로써 Valganciclovir의 항바이러스 효과를 억제시킬 수 있음,,,식약처 DUR 병용금기
리팜피신,마리바비르,5,-Maribavir의 혈장 농도를 감소시켜 효과 저하를 초래할 수 있음,,,식약처 DUR 병용금기
리파부틴,마리바비르,5,-Maribavir의 혈장 농도를 감소시켜 효과 저하를 초래할 수 있음,,,식약처 DUR 병용금기
마리바비르,세인트존스워트,5,-Maribavir의 혈장 농도를 감소시켜 효과 저하를 초래할 수 있음,,,식약처 DUR 병용금기
알푸조신,이트라코나졸,5,Alfuzosin의 혈중농도 증가로 약물이상반응 발생 위험 증가,,,식약처 DUR 병용금기
리토나비르,알푸조신,5,Alfuzosin의 혈중농도 증가로 저혈압의 가능성,,,식약처 DUR 병용금기
스피로노락톤,탄산리튬,5,이뇨제는 Lithium의 신청소율을 감소시켜 Lithium 독성의 위험성 증가,,,식약처 DUR 병용금기
미토테인,스피로노락톤,5,Spironolactone은 Mitotane 혈장농도 저하 가능,,,식약처 DUR 병용금기
릴피비린,보노프라잔,5,- 위산분비 억제 작용에 의해 Rilpivirine의 흡수가 낮아지고 혈중 Rilpivirine 농도가 감소될 수 있음,,,식약처 DUR 병용금기
